Country Name,Country Code,Parameters,Year,Value,Country Group
Brazil,BRA,Population ages 65 and above (% of total population),2012,7.24,BRICS
United States,USA,Population ages 65 and above (% of total population),2012,13.58,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),2012,16.95,G7
Italy,ITA,Population ages 65 and above (% of total population),2012,20.98,G7
Canada,CAN,Population ages 65 and above (% of total population),2012,14.8,G7
Japan,JPN,Population ages 65 and above (% of total population),2012,24.65,G7
France,FRA,Population ages 65 and above (% of total population),2012,17.71,G7
Germany,DEU,Population ages 65 and above (% of total population),2012,20.46,G7
India,IND,Population growth (annual %),2012,1.33,BRICS
Russian Federation,RUS,Population growth (annual %),2012,0.25,BRICS
China,CHN,Population growth (annual %),2012,0.68,BRICS
South Africa,ZAF,Population growth (annual %),2012,1.33,BRICS
Brazil,BRA,Population growth (annual %),2012,0.9,BRICS
United States,USA,Population growth (annual %),2012,0.73,G7
United Kingdom,GBR,Population growth (annual %),2012,0.7,G7
Italy,ITA,Population growth (annual %),2012,0.27,G7
Canada,CAN,Population growth (annual %),2012,1.08,G7
Japan,JPN,Population growth (annual %),2012,-0.16,G7
France,FRA,Population growth (annual %),2012,0.48,G7
Germany,DEU,Population growth (annual %),2012,0.19,G7
India,IND,"Population, total",2012,1274487215.0,BRICS
Russian Federation,RUS,"Population, total",2012,143378447.0,BRICS
China,CHN,"Population, total",2012,1354190000.0,BRICS
South Africa,ZAF,"Population, total",2012,53145033.0,BRICS
Brazil,BRA,"Population, total",2012,199977707.0,BRICS
United States,USA,"Population, total",2012,313877662.0,G7
United Kingdom,GBR,"Population, total",2012,63700215.0,G7
Italy,ITA,"Population, total",2012,59539717.0,G7
Canada,CAN,"Population, total",2012,34713395.0,G7
Japan,JPN,"Population, total",2012,127629000.0,G7
France,FRA,"Population, total",2012,65662240.0,G7
Germany,DEU,"Population, total",2012,80425823.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,8.16,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,5.44,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,4.58,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,21.79,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.25,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,8.07,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.89,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,10.66,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.39,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,4.36,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,9.84,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,5.38,G7
India,IND,Current account balance (% of GDP),2013,-2.65,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2013,1.46,BRICS
China,CHN,Current account balance (% of GDP),2013,1.55,BRICS
South Africa,ZAF,Current account balance (% of GDP),2013,-5.34,BRICS
Brazil,BRA,Current account balance (% of GDP),2013,-3.57,BRICS
United States,USA,Current account balance (% of GDP),2013,-2.01,G7
United Kingdom,GBR,Current account balance (% of GDP),2013,-4.65,G7
Italy,ITA,Current account balance (% of GDP),2013,1.16,G7
Canada,CAN,Current account balance (% of GDP),2013,-3.15,G7
Japan,JPN,Current account balance (% of GDP),2013,0.89,G7
France,FRA,Current account balance (% of GDP),2013,-0.87,G7
Germany,DEU,Current account balance (% of GDP),2013,6.57,G7
India,IND,"Fertility rate, total (births per woman)",2013,2.41,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2013,1.71,BRICS
China,CHN,"Fertility rate, total (births per woman)",2013,1.71,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2013,2.43,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2013,1.75,BRICS
United States,USA,"Fertility rate, total (births per woman)",2013,1.86,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2013,1.83,G7
Italy,ITA,"Fertility rate, total (births per woman)",2013,1.39,G7
Canada,CAN,"Fertility rate, total (births per woman)",2013,1.61,G7
Japan,JPN,"Fertility rate, total (births per woman)",2013,1.43,G7
France,FRA,"Fertility rate, total (births per woman)",2013,1.99,G7
Germany,DEU,"Fertility rate, total (births per woman)",2013,1.42,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",2013,1.52,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",2013,3.02,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",2013,3.04,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",2013,2.05,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",2013,3.04,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",2013,1.71,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",2013,1.96,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",2013,0.91,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2013,3.63,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",2013,0.2,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",2013,1.12,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",2013,1.8,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",2013,0.1,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",2013,3.77,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",2013,0.76,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",2013,1.63,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",2013,0.63,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",2013,2.33,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",2013,1.66,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",2013,0.95,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",2013,2.95,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",2013,2.99,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",2013,0.63,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",2013,2.5,G7
India,IND,GDP (current US$),2013,1860000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),2013,2290000000000.0,BRICS
China,CHN,GDP (current US$),2013,9570000000000.0,BRICS
South Africa,ZAF,GDP (current US$),2013,401000000000.0,BRICS
Brazil,BRA,GDP (current US$),2013,2470000000000.0,BRICS
United States,USA,GDP (current US$),2013,16900000000000.0,G7
United Kingdom,GBR,GDP (current US$),2013,2780000000000.0,G7
Italy,ITA,GDP (current US$),2013,2140000000000.0,G7
Canada,CAN,GDP (current US$),2013,1850000000000.0,G7
Japan,JPN,GDP (current US$),2013,5210000000000.0,G7
France,FRA,GDP (current US$),2013,2810000000000.0,G7
Germany,DEU,GDP (current US$),2013,3730000000000.0,G7
India,IND,GDP growth (annual %),2013,6.39,BRICS
Russian Federation,RUS,GDP growth (annual %),2013,1.76,BRICS
China,CHN,GDP growth (annual %),2013,7.77,BRICS
South Africa,ZAF,GDP growth (annual %),2013,2.49,BRICS
Brazil,BRA,GDP growth (annual %),2013,3.0,BRICS
United States,USA,GDP growth (annual %),2013,2.12,G7
United Kingdom,GBR,GDP growth (annual %),2013,1.79,G7
Italy,ITA,GDP growth (annual %),2013,-1.84,G7
Canada,CAN,GDP growth (annual %),2013,2.33,G7
Japan,JPN,GDP growth (annual %),2013,2.01,G7
France,FRA,GDP growth (annual %),2013,0.58,G7
Germany,DEU,GDP growth (annual %),2013,0.44,G7
India,IND,GDP per capita (current US$),2013,1438.06,BRICS
Russian Federation,RUS,GDP per capita (current US$),2013,15941.45,BRICS
China,CHN,GDP per capita (current US$),2013,7020.39,BRICS
South Africa,ZAF,GDP per capita (current US$),2013,7441.23,BRICS
Brazil,BRA,GDP per capita (current US$),2013,12258.57,BRICS
United States,USA,GDP per capita (current US$),2013,53409.75,G7
United Kingdom,GBR,GDP per capita (current US$),2013,43426.3,G7
Italy,ITA,GDP per capita (current US$),2013,35560.08,G7
Canada,CAN,GDP per capita (current US$),2013,52638.12,G7
Japan,JPN,GDP per capita (current US$),2013,40898.65,G7
France,FRA,GDP per capita (current US$),2013,42602.72,G7
Germany,DEU,GDP per capita (current US$),2013,46298.92,G7
India,IND,GDP per capita growth (annual %),2013,5.01,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2013,1.54,BRICS
China,CHN,GDP per capita growth (annual %),2013,7.05,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2013,1.1,BRICS
Brazil,BRA,GDP per capita growth (annual %),2013,2.11,BRICS
United States,USA,GDP per capita growth (annual %),2013,1.41,G7
United Kingdom,GBR,GDP per capita growth (annual %),2013,1.11,G7
Italy,ITA,GDP per capita growth (annual %),2013,-2.97,G7
Canada,CAN,GDP per capita growth (annual %),2013,1.25,G7
Japan,JPN,GDP per capita growth (annual %),2013,2.15,G7
France,FRA,GDP per capita growth (annual %),2013,0.06,G7
Germany,DEU,GDP per capita growth (annual %),2013,0.16,G7
India,IND,Gross savings (% of GDP),2013,34.3,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2013,24.28,BRICS
China,CHN,Gross savings (% of GDP),2013,47.38,BRICS
South Africa,ZAF,Gross savings (% of GDP),2013,13.84,BRICS
Brazil,BRA,Gross savings (% of GDP),2013,18.15,BRICS
United States,USA,Gross savings (% of GDP),2013,18.56,G7
United Kingdom,GBR,Gross savings (% of GDP),2013,11.91,G7
Italy,ITA,Gross savings (% of GDP),2013,18.03,G7
Canada,CAN,Gross savings (% of GDP),2013,21.6,G7
Japan,JPN,Gross savings (% of GDP),2013,25.25,G7
France,FRA,Gross savings (% of GDP),2013,21.39,G7
Germany,DEU,Gross savings (% of GDP),2013,26.58,G7
India,IND,Imports of goods and services (% of GDP),2013,28.41,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),2013,20.44,BRICS
China,CHN,Imports of goods and services (% of GDP),2013,22.15,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),2013,30.5,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),2013,14.04,BRICS
United States,USA,Imports of goods and services (% of GDP),2013,16.39,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),2013,31.71,G7
Italy,ITA,Imports of goods and services (% of GDP),2013,26.23,G7
Canada,CAN,Imports of goods and services (% of GDP),2013,31.9,G7
Japan,JPN,Imports of goods and services (% of GDP),2013,18.19,G7
France,FRA,Imports of goods and services (% of GDP),2013,30.4,G7
Germany,DEU,Imports of goods and services (% of GDP),2013,39.66,G7
India,IND,"Inflation, consumer prices (annual %)",2013,10.02,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2013,6.75,BRICS
China,CHN,"Inflation, consumer prices (annual %)",2013,2.62,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",2013,5.78,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",2013,6.2,BRICS
United States,USA,"Inflation, consumer prices (annual %)",2013,1.46,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2013,2.29,G7
Italy,ITA,"Inflation, consumer prices (annual %)",2013,1.22,G7
Canada,CAN,"Inflation, consumer prices (annual %)",2013,0.94,G7
Japan,JPN,"Inflation, consumer prices (annual %)",2013,0.34,G7
France,FRA,"Inflation, consumer prices (annual %)",2013,0.86,G7
Germany,DEU,"Inflation, consumer prices (annual %)",2013,1.5,G7
India,IND,Population ages 65 and above (% of total population),2013,5.32,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),2013,13.01,BRICS
China,CHN,Population ages 65 and above (% of total population),2013,9.32,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),2013,5.23,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),2013,7.43,BRICS
United States,USA,Population ages 65 and above (% of total population),2013,13.89,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),2013,17.3,G7
Italy,ITA,Population ages 65 and above (% of total population),2013,21.32,G7
Canada,CAN,Population ages 65 and above (% of total population),2013,15.21,G7
Japan,JPN,Population ages 65 and above (% of total population),2013,25.58,G7
France,FRA,Population ages 65 and above (% of total population),2013,18.17,G7
Germany,DEU,Population ages 65 and above (% of total population),2013,20.57,G7
India,IND,Population growth (annual %),2013,1.3,BRICS
Russian Federation,RUS,Population growth (annual %),2013,0.3,BRICS
China,CHN,Population growth (annual %),2013,0.67,BRICS
South Africa,ZAF,Population growth (annual %),2013,1.36,BRICS
Brazil,BRA,Population growth (annual %),2013,0.87,BRICS
United States,USA,Population growth (annual %),2013,0.69,G7
United Kingdom,GBR,Population growth (annual %),2013,0.67,G7
Italy,ITA,Population growth (annual %),2013,1.16,G7
Canada,CAN,Population growth (annual %),2013,1.05,G7
Japan,JPN,Population growth (annual %),2013,-0.14,G7
France,FRA,Population growth (annual %),2013,0.52,G7
Germany,DEU,Population growth (annual %),2013,0.27,G7
India,IND,"Population, total",2013,1291132063.0,BRICS
Russian Federation,RUS,"Population, total",2013,143805638.0,BRICS
China,CHN,"Population, total",2013,1363240000.0,BRICS
South Africa,ZAF,"Population, total",2013,53873616.0,BRICS
Brazil,BRA,"Population, total",2013,201721767.0,BRICS
United States,USA,"Population, total",2013,316059947.0,G7
United Kingdom,GBR,"Population, total",2013,64128273.0,G7
Italy,ITA,"Population, total",2013,60233948.0,G7
Canada,CAN,"Population, total",2013,35080992.0,G7
Japan,JPN,"Population, total",2013,127445000.0,G7
France,FRA,"Population, total",2013,66002289.0,G7
Germany,DEU,"Population, total",2013,80645605.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,8.09,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,5.46,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,4.6,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,22.04,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.07,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.38,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.53,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,12.15,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.14,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,4.04,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,9.91,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,5.23,G7
India,IND,Current account balance (% of GDP),2014,-1.34,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2014,2.79,BRICS
China,CHN,Current account balance (% of GDP),2014,2.25,BRICS
South Africa,ZAF,Current account balance (% of GDP),2014,-4.81,BRICS
Brazil,BRA,Current account balance (% of GDP),2014,-4.5,BRICS
United States,USA,Current account balance (% of GDP),2014,-2.1,G7
United Kingdom,GBR,Current account balance (% of GDP),2014,-5.01,G7
Italy,ITA,Current account balance (% of GDP),2014,1.86,G7
Canada,CAN,Current account balance (% of GDP),2014,-2.32,G7
Japan,JPN,Current account balance (% of GDP),2014,0.74,G7
France,FRA,Current account balance (% of GDP),2014,-1.31,G7
Germany,DEU,Current account balance (% of GDP),2014,7.18,G7
India,IND,"Fertility rate, total (births per woman)",2014,2.31,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2014,1.75,BRICS
China,CHN,"Fertility rate, total (births per woman)",2014,1.77,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2014,2.42,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2014,1.77,BRICS
United States,USA,"Fertility rate, total (births per woman)",2014,1.86,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2014,1.81,G7
Italy,ITA,"Fertility rate, total (births per woman)",2014,1.37,G7
Canada,CAN,"Fertility rate, total (births per woman)",2014,1.61,G7
Japan,JPN,"Fertility rate, total (births per woman)",2014,1.42,G7
France,FRA,"Fertility rate, total (births per woman)",2014,2.0,G7
Germany,DEU,"Fertility rate, total (births per woman)",2014,1.47,G7
